policy_country_iso_code,year,N,F,Sp,B,C,N_policies_matrix,N_options,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,DirectInvestment,SUM_instruments,Economic instruments,Regulatory instruments,Other instruments,SUM_instruments_IPCC
TCD,2011,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
TGO,2011,4,4.0,1.25,0.5,0.04,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,4,0.0,0.0,1.0,3
THA,2011,11,2.8181818181818183,1.5454545454545454,0.9333333333333333,0.22,8,11,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.2,0.06666666666666667,15,0.2857142857142857,0.2857142857142857,0.42857142857142855,7
TJK,2011,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
TKM,2011,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
TLS,2011,2,3.0,1.5,,0.02,1,1,,,,,,,,,,,,0,,,,0
TON,2011,2,3.0,1.5,1.0,0.08,1,4,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
TTO,2011,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
TUN,2011,11,1.9090909090909092,1.8181818181818181,0.8571428571428572,0.14,9,7,0.3333333333333333,0.0,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,15,0.45454545454545453,0.2727272727272727,0.2727272727272727,11
TUR,2011,46,1.8478260869565217,1.5869565217391304,0.8717948717948718,0.44,33,22,0.12121212121212122,0.015151515151515152,0.21212121212121213,0.18181818181818182,0.045454545454545456,0.18181818181818182,0.030303030303030304,0.045454545454545456,0.030303030303030304,0.07575757575757576,0.06060606060606061,66,0.23684210526315788,0.3684210526315789,0.39473684210526316,38
TUV,2011,1,1.0,2.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
TZA,2011,6,1.0,2.0,0.7142857142857143,0.08,5,4,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,7,0.8,0.0,0.2,5
UGA,2011,6,1.6666666666666667,1.6666666666666667,0.7142857142857143,0.06,6,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,7,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
UKR,2011,15,1.4666666666666666,1.6,0.8398268398268398,0.16,10,8,0.3181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,22,0.5,0.2857142857142857,0.21428571428571427,14
URY,2011,18,2.2222222222222223,1.6666666666666667,0.8095238095238095,0.14,11,7,0.38095238095238093,0.0,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,21,0.5,0.3125,0.1875,16
USA,2011,179,1.6201117318435754,1.6927374301675977,0.8432053494391717,0.52,116,26,0.18032786885245902,0.009836065573770493,0.10819672131147541,0.08852459016393442,0.14426229508196722,0.2459016393442623,0.14754098360655737,0.003278688524590164,0.0,0.006557377049180328,0.06557377049180328,305,0.22821576763485477,0.24481327800829875,0.5269709543568465,241
UZB,2011,5,2.2,1.2,0.7142857142857143,0.12,4,6,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,0.0,3
VCT,2011,1,1.0,2.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
VEN,2011,5,1.8,1.4,0.7,0.06,4,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5,0.75,0.0,0.25,4
VNM,2011,16,2.5625,1.5,0.8514492753623188,0.3,15,15,0.20833333333333334,0.0,0.0,0.125,0.2916666666666667,0.08333333333333333,0.0,0.041666666666666664,0.125,0.125,0.0,24,0.45454545454545453,0.2727272727272727,0.2727272727272727,11
VUT,2011,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
WSM,2011,2,5.0,1.5,1.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
YEM,2011,4,2.25,1.75,1.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
ZAF,2011,47,1.851063829787234,1.574468085106383,0.8693284936479129,0.48,33,24,0.25862068965517243,0.034482758620689655,0.13793103448275862,0.15517241379310345,0.017241379310344827,0.1206896551724138,0.05172413793103448,0.0,0.06896551724137931,0.08620689655172414,0.06896551724137931,58,0.4838709677419355,0.2903225806451613,0.22580645161290322,31
ZMB,2011,5,1.8,1.2,1.0,0.02,1,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,0.0,0.5,0.5,2
ZWE,2011,2,1.0,1.5,1.0,0.02,1,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.5,0.0,2
AFG,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
AGO,2012,3,5.0,1.3333333333333333,0.6666666666666667,0.08,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3,0.0,0.0,1.0,3
ALB,2012,1,5.0,2.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
ARE,2012,10,1.6,1.7,0.8787878787878788,0.1,5,5,0.08333333333333333,0.0,0.25,0.08333333333333333,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,12,0.16666666666666666,0.5,0.3333333333333333,6
ARG,2012,29,1.793103448275862,1.5862068965517242,0.8163992869875223,0.3,20,15,0.29411764705882354,0.0,0.14705882352941177,0.2647058823529412,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,34,0.35714285714285715,0.4642857142857143,0.17857142857142858,28
ARM,2012,1,5.0,2.0,,0.0,0,0,,,,,,,,,,,,0,,,,0
ATG,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
AUS,2012,105,1.9904761904761905,1.457142857142857,0.8611971104231166,0.68,65,34,0.20915032679738563,0.032679738562091505,0.09803921568627451,0.11764705882352941,0.1568627450980392,0.1830065359477124,0.0457516339869281,0.0,0.013071895424836602,0.0196078431372549,0.12418300653594772,153,0.37373737373737376,0.31313131313131315,0.31313131313131315,99
AUT,2012,5,5.0,1.2,0.9047619047619048,0.12,5,6,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,7,0.0,0.25,0.75,4
AZE,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
BDI,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
BEL,2012,16,2.0,1.4375,0.9095238095238095,0.18,8,9,0.14285714285714285,0.047619047619047616,0.23809523809523808,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.047619047619047616,21,0.23076923076923078,0.5384615384615384,0.23076923076923078,13
BEN,2012,2,5.0,1.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
BFA,2012,1,1.0,2.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
BGD,2012,2,5.0,1.5,1.0,0.08,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
BGR,2012,13,2.230769230769231,1.3076923076923077,0.8666666666666667,0.16,6,8,0.26666666666666666,0.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.2,0.0,15,0.4,0.3,0.3,10
BHR,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
BHS,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
BIH,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
BLR,2012,3,5.0,1.0,0.6666666666666667,0.06,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3,0.0,0.0,1.0,3
BLZ,2012,1,5.0,2.0,1.0,0.08,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
BOL,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
BRA,2012,65,2.1076923076923078,1.5846153846153845,0.8374140893470791,0.62,54,31,0.15463917525773196,0.010309278350515464,0.08247422680412371,0.32989690721649484,0.09278350515463918,0.10309278350515463,0.041237113402061855,0.010309278350515464,0.05154639175257732,0.05154639175257732,0.07216494845360824,97,0.21428571428571427,0.5714285714285714,0.21428571428571427,70
BRB,2012,2,3.0,1.5,1.0,0.04,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
BRN,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
BTN,2012,7,2.7142857142857144,1.4285714285714286,0.9,0.1,5,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.0,5,0.0,0.25,0.75,4
BWA,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
CAF,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
CAN,2012,73,1.9726027397260273,1.5616438356164384,0.8602020202020202,0.58,47,29,0.1,0.01,0.2,0.12,0.14,0.19,0.04,0.0,0.03,0.01,0.16,100,0.1774193548387097,0.45161290322580644,0.3709677419354839,62
CHE,2012,19,1.4210526315789473,1.3157894736842106,0.8176638176638177,0.22,12,11,0.4074074074074074,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,27,0.6470588235294118,0.17647058823529413,0.17647058823529413,17
CHL,2012,5,2.8,1.4,0.9642857142857143,0.12,5,6,0.125,0.0,0.125,0.25,0.0,0.125,0.0,0.0,0.125,0.125,0.125,8,0.2,0.6,0.2,5
CHN,2012,87,1.4827586206896552,1.6896551724137931,0.8558798999165972,0.56,71,28,0.23636363636363636,0.0,0.18181818181818182,0.16363636363636364,0.1,0.08181818181818182,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.12727272727272726,110,0.4126984126984127,0.3492063492063492,0.23809523809523808,63
CIV,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
CMR,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
COD,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
COK,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
COL,2012,7,2.142857142857143,1.1428571428571428,0.8571428571428572,0.06,4,3,0.125,0.0,0.375,0.25,0.0,0.125,0.0,0.0,0.125,0.0,0.0,8,0.2,0.6,0.2,5
CPV,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
CRI,2012,1,5.0,1.0,1.0,0.06,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
CUB,2012,1,5.0,1.0,,0.0,0,0,,,,,,,,,,,,0,,,,0
CYP,2012,2,5.0,1.0,0.6666666666666667,0.04,2,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3,0.0,0.3333333333333333,0.6666666666666666,3
CZE,2012,5,5.0,1.6,0.33333333333333337,0.08,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,6,0.0,0.0,1.0,5
DEU,2012,95,1.9894736842105263,1.4526315789473685,0.8196627933470039,0.7,57,35,0.2556390977443609,0.007518796992481203,0.06766917293233082,0.11278195488721804,0.09022556390977443,0.2932330827067669,0.03759398496240601,0.007518796992481203,0.0,0.06766917293233082,0.06015037593984962,133,0.36082474226804123,0.15463917525773196,0.4845360824742268,97
DJI,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
DMA,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
DNK,2012,19,2.5789473684210527,1.7894736842105263,0.8774928774928775,0.22,10,11,0.18518518518518517,0.0,0.1111111111111111,0.18518518518518517,0.037037037037037035,0.18518518518518517,0.037037037037037035,0.0,0.037037037037037035,0.18518518518518517,0.037037037037037035,27,0.29411764705882354,0.4117647058823529,0.29411764705882354,17
DOM,2012,2,5.0,1.5,0.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
DZA,2012,3,5.0,1.3333333333333333,0.6666666666666667,0.08,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3,0.0,0.0,1.0,3
ECU,2012,2,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
EGY,2012,4,2.0,1.75,0.8333333333333334,0.12,4,6,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,9,0.42857142857142855,0.14285714285714285,0.42857142857142855,7
ERI,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
ESP,2012,35,1.7428571428571429,1.5714285714285714,0.8538390379278447,0.26,20,13,0.19148936170212766,0.0425531914893617,0.1702127659574468,0.23404255319148937,0.0,0.1702127659574468,0.0,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.0,47,0.2972972972972973,0.2972972972972973,0.40540540540540543,37
EST,2012,3,5.0,1.3333333333333333,0.0,0.08,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,3
ETH,2012,2,5.0,1.5,1.0,0.08,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
EUE,2012,102,2.3333333333333335,1.5098039215686274,0.8491667853582111,0.66,49,33,0.05042016806722689,0.008403361344537815,0.2689075630252101,0.19327731092436976,0.09243697478991597,0.14285714285714285,0.08403361344537816,0.0,0.025210084033613446,0.06722689075630252,0.06722689075630252,119,0.07865168539325842,0.6179775280898876,0.30337078651685395,89
FIN,2012,4,5.0,1.25,0.7,0.1,4,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,5,0.0,0.25,0.75,4
FJI,2012,2,5.0,1.5,1.0,0.08,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
FRA,2012,113,1.9823008849557522,1.5575221238938053,0.8278799458641828,0.66,74,33,0.3270440251572327,0.03773584905660377,0.0440251572327044,0.16352201257861634,0.11320754716981132,0.1320754716981132,0.06289308176100629,0.0,0.012578616352201259,0.0440251572327044,0.06289308176100629,159,0.46551724137931033,0.2672413793103448,0.2672413793103448,116
FSM,2012,2,5.0,1.0,1.0,0.04,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
GAB,2012,1,5.0,2.0,1.0,0.06,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
GBR,2012,62,1.935483870967742,1.4838709677419355,0.8299625468164794,0.48,41,24,0.32222222222222224,0.06666666666666667,0.03333333333333333,0.18888888888888888,0.06666666666666667,0.14444444444444443,0.044444444444444446,0.0,0.022222222222222223,0.06666666666666667,0.044444444444444446,90,0.47692307692307695,0.2923076923076923,0.23076923076923078,65
GEO,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
GHA,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
GIN,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
GMB,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
GNB,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
GNQ,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
GRC,2012,4,5.0,1.5,0.8,0.12,4,6,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,6,0.2,0.2,0.6,5
GRD,2012,2,3.5,1.5,0.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
GRL,2012,1,5.0,1.0,,0.0,0,0,,,,,,,,,,,,0,,,,0
GTM,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
GUY,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
HND,2012,2,5.0,1.5,1.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
HRV,2012,1,5.0,1.0,1.0,0.12,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
HTI,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
HUN,2012,3,5.0,1.0,0.6666666666666667,0.06,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3,0.0,0.0,1.0,3
IDN,2012,73,1.7671232876712328,1.643835616438356,0.8115025594700391,0.54,63,27,0.17073170731707318,0.012195121951219513,0.21951219512195122,0.32926829268292684,0.036585365853658534,0.06097560975609756,0.012195121951219513,0.012195121951219513,0.04878048780487805,0.04878048780487805,0.04878048780487805,82,0.3191489361702128,0.574468085106383,0.10638297872340426,47
IND,2012,63,1.5873015873015872,1.6349206349206349,0.8761755485893417,0.48,47,24,0.20454545454545456,0.045454545454545456,0.125,0.18181818181818182,0.06818181818181818,0.14772727272727273,0.03409090909090909,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.10227272727272728,88,0.34375,0.421875,0.234375,64
IRL,2012,3,5.0,1.3333333333333333,0.8333333333333334,0.08,3,4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,4,0.0,0.25,0.75,4
IRN,2012,8,3.375,1.5,0.9444444444444444,0.1,5,5,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,9,0.3333333333333333,0.16666666666666666,0.5,6
IRQ,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
ISL,2012,3,5.0,1.0,0.0,0.02,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,3
ISR,2012,4,4.0,1.25,0.6666666666666667,0.06,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4,0.0,0.0,1.0,2
ITA,2012,55,2.018181818181818,1.490909090909091,0.835820895522388,0.38,33,19,0.29411764705882354,0.14705882352941177,0.08823529411764706,0.22058823529411764,0.04411764705882353,0.04411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.07352941176470588,68,0.5769230769230769,0.28846153846153844,0.1346153846153846,52
JAM,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
JOR,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
JPN,2012,94,2.2872340425531914,1.5,0.8779874213836478,0.64,57,32,0.1792452830188679,0.04716981132075472,0.0660377358490566,0.16981132075471697,0.08490566037735849,0.19811320754716982,0.05660377358490566,0.009433962264150943,0.03773584905660377,0.0660377358490566,0.08490566037735849,106,0.2987012987012987,0.2987012987012987,0.4025974025974026,77
KAZ,2012,7,2.7142857142857144,1.2857142857142858,0.9242424242424242,0.16,5,8,0.25,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,12,0.375,0.25,0.375,8
KEN,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
KGZ,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
KHM,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
KIR,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
KNA,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
KOR,2012,73,1.9726027397260273,1.6712328767123288,0.8695049504950495,0.74,51,37,0.15841584158415842,0.0297029702970297,0.19801980198019803,0.19801980198019803,0.0891089108910891,0.12871287128712872,0.0594059405940594,0.009900990099009901,0.0297029702970297,0.0297029702970297,0.06930693069306931,101,0.35185185185185186,0.37037037037037035,0.2777777777777778,54
KWT,2012,6,2.6666666666666665,1.5,0.8214285714285714,0.08,5,4,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.0,0.0,0.25,0.0,8,0.0,0.0,1.0,3
LAO,2012,2,5.0,1.5,1.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2,0.0,0.0,1.0,1
LBN,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
LBR,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
LBY,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
LCA,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
LIE,2012,2,5.0,1.0,0.0,0.02,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,2
LKA,2012,4,4.0,1.25,0.0,0.02,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,2
LSO,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
LTU,2012,4,5.0,1.5,0.5,0.08,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,4,0.0,0.0,1.0,3
LUX,2012,4,5.0,1.25,0.8,0.08,4,4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,5,0.0,0.3333333333333333,0.6666666666666666,3
LVA,2012,2,5.0,1.5,0.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
MAR,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
MCO,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MDA,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MDG,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
MDV,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MEX,2012,41,1.8780487804878048,1.5853658536585367,0.8482886216466234,0.32,29,16,0.2127659574468085,0.0,0.2553191489361702,0.1702127659574468,0.02127659574468085,0.0851063829787234,0.0,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.1276595744680851,47,0.3448275862068966,0.41379310344827586,0.2413793103448276,29
MHL,2012,3,5.0,1.3333333333333333,0.6666666666666667,0.08,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3,0.0,0.0,1.0,3
MKD,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MLI,2012,2,3.0,2.0,0.0,0.04,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
MLT,2012,2,5.0,1.5,0.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
MNE,2012,2,5.0,1.5,0.0,0.06,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2
MNG,2012,3,3.6666666666666665,1.3333333333333333,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
MOZ,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MRT,2012,0,,,,0.0,0,0,,,,,,,,,,,,0,,,,0
MUS,2012,1,5.0,2.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1
MWI,2012,1,5.0,1.0,,0.04,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
MYS,2012,14,2.0714285714285716,1.5,0.8666666666666667,0.18,12,9,0.3125,0.0,0.0625,0.125,0.125,0.125,0.0,0.0,0.0625,0.1875,0.0,16,0.45454545454545453,0.2727272727272727,0.2727272727272727,11
NAM,2012,1,5.0,1.0,,0.02,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1
